21073;3623
20986;1625
20905;2000
20843;2542
20834;3751
20769;1247
20715;594
20711;442
20625;410
20583;3977
20509;48394
20443;99114
20341;2700
20316;3408
20306;474
20214;440
20078;1391
20038;46578
20006;63082
19923;8874
19848;4034
19844;1407
19803;50872
19749;51662
19731;1201
19711;91529
19669;11
19633;337
19617;3052
19613;908
19565;33493
19492;1127
19404;40815
19355;1230
19257;1676
19216;5218
19163;2054
19131;56367
19130;3481
19084;1252
19081;6934
19078;786
19077;1380
18954;368
18825;1090
18712;2712
18677;509
18607;1288
18598;7147
18594;74458
18541;2268
18523;55820
18464;1954
18459;2353
18415;1370
18333;920
18240;70286
18209;5995
18186;3527
18165;2194
18160;266
18091;353
18024;1374
18014;1183
17988;1207
17944;317
17931;1203
17926;903
17906;1234
17848;8644
17838;1304
17814;1278
17770;953
17741;235
17734;3994
17700;89745
17684;1544
17621;1641
17550;2640
17388;784
17382;555
17337;1148
17330;1394
17251;6502
17219;2081
17167;163
17154;1035
17142;520
17133;2985
17131;173
17114;1608
17080;1552
17032;1199
17015;2302
17011;1028
17008;3753
16960;350
16947;370
16906;4979
16853;708
16837;2006
16831;653
16814;45722
16790;3471
16768;2395
16750;1997
16717;69122
16713;3175
16707;832
16693;68358
16667;4246
16660;7143
16627;1266
16498;1777
16444;553
16385;3081
16381;420
16364;2671
16358;48
16342;7254
16300;1639
16293;1320
16248;1500
16191;3176
16160;134130
16149;1673
16042;2699
15995;160
15974;2321
15956;2001
15936;1233
15916;116797
15876;158
15833;596
15821;70
15818;2657
15764;6373
15597;4262
15585;3
15584;2572
15574;112852
15542;2599
15539;2406
15529;3253
15516;4308
15516;485
15481;435
15474;5
15428;48774
15415;1204
15391;466
15376;1376
15361;196
15351;497
15332;35836
15321;145
15301;7
15264;1358
15215;1645
15191;30707
15145;5459
15120;1377
15102;2529
15092;552
14991;4370
14976;81845
14906;1722
14876;73017
14864;5669
14841;78499
14804;2804
14748;106782
14742;802
14719;6863
14719;2167
14715;1282
14701;1250
14625;2424
14585;913
14578;2019
14572;5502
14563;1302
14511;1876
14504;494
14472;1909
14458;172
14444;1215
14396;2890
14394;543
14379;51255
14364;56174
14349;54001
14291;2763
14261;3160
14255;6378
14223;5010
14185;2470
14172;6942
14138;3418
14135;3033
14121;5060
14115;69844
14100;1088
14093;48385
14065;80463
14064;1729
14060;1408
14055;81834
14017;4720
13966;2947
13948;432
13946;4014
13931;805
13908;76093
13880;1396
13871;1242
13868;5299
13866;745
13865;3000
13784;3448
13776;2100
13770;81591
13753;910
13746;168
13736;1690
13710;2003
13705;1748
13682;4025
13675;64614
13667;91500
13659;134853
13657;1333
13649;236
13600;151
13580;2701
13573;92259
13553;71535
13552;3101
13547;1094
13526;5679
13523;2005
13487;342
13447;4447
13432;225
13417;112
13412;2023
13404;783
13388;58
13339;1276
13324;33679
13262;88125
13218;3421
13206;376
13203;1092
13201;1275
13132;4085
13115;122904
13098;44
13065;1285
13063;186
13050;2273
13042;41566
13032;333
13029;4848
13029;3755
12999;54503
12983;122882
12974;2294
12952;3535
12930;628
12913;673
12909;30793
12907;49530
12896;112556
12888;3717
12862;4018
12833;1674
12803;1263
12794;899
12786;902
12778;3671
12748;1262
12747;122886
12747;661
12695;1466
12683;1597
12663;1375
12658;2407
12650;265
12634;2080
12604;2455
12589;785
12577;1372
12547;3911
12541;1059
12531;34405
12506;315
12503;3785
12474;1747
12437;69757
12436;1569
12426;2161
12425;282
12393;6537
12386;109374
12353;30749
12327;2105
12323;8784
12317;2278
12308;471
12297;47610
12260;33166
12259;6870
12180;4310
12173;1907
12152;27773
12089;914
12074;60684
12058;261
12027;3255
12021;852
11999;111759
11982;104841
11937;969
11898;2288
11889;4975
11887;5481
11877;1293
11860;1339
11824;1228
11824;5377
11802;31
11795;345
11784;355
11769;2694
11762;53125
11761;77561
11758;4270
11742;5902
11730;256
11712;529
11681;1371
11672;4718
11667;115713
11651;4776
11625;8464
11610;762
11598;515
11592;5991
11569;1562
11558;2770
11540;59784
11538;2078
11534;59369
11516;3039
11497;4643
11485;246
11470;34162
11452;1172
11396;3752
11387;1022
11377;76251
11367;4816
11286;8798
11284;105
11274;277
11242;1994
11214;3275
11210;7293
11197;1884
11194;3703
11171;45499
11159;585
11155;3702
11136;87232
11136;22
11120;2076
11116;2761
11112;2539
11106;44195
11095;1084
11088;1918
11058;8361
11055;2002
11000;1921
10996;252
10976;34048
10970;5903
10967;7458
10950;5956
10942;2541
10935;68237
10931;3499
10926;1029
10909;2420
10907;112552
10884;3256
10857;3489
10834;1060
10809;64957
10802;2193
10767;1345
10764;3082
10762;1343
10741;431
10735;98809
10725;2021
10721;2144
10698;3624
10691;1129
10673;57669
10668;55247
10663;216
10660;115617
10646;31658
10633;724
10624;3552
10599;1287
10557;6807
10555;3006
10551;2724
10549;8376
10545;2248
10540;1271
10525;1367
10524;5464
10507;2336
10497;1120
10479;1405
10474;2058
10473;1061
10447;1249
10415;53996
10409;8622
10398;52
10386;8984
10366;3916
10352;475
10326;2605
10294;1267
10284;1967
10279;3252
10263;4369
10259;2717
10249;1244
10242;2150
10228;1947
10219;1962
10208;1953
10197;4571
10190;4367
10176;96079
10172;3863
10167;2427
10142;2746
10130;3967
10114;2641
10095;8529
10085;3300
10071;455
10066;2393
10062;56782
10061;616
10051;2124
10035;1274
10024;29
10000;33004
9996;45447
9992;36529
9981;4148
9937;1235
9931;2160
9919;198
9913;1882
9901;2871
9888;3510
9885;2490
9884;84152
9878;849
9873;1047
9868;2723
9843;2085
9842;441
9838;96610
9838;4638
9837;1032
9819;3210
9798;1513
9796;4223
9777;106920
9769;2968
9767;5971
9727;4239
9727;180
9719;45
9707;1042
9704;1479
9694;7373
9674;40819
9674;720
9670;44555
9670;6218
9669;3072
9651;79091
9644;8957
9639;54272
9631;46976
9630;85414
9623;1347
9615;968
9614;47099
9607;4361
9606;30812
9595;5266
9593;1027
9592;8949
9590;2915
9583;1261
9581;1663
9578;3617
9574;170
9567;2140
9559;2908
9508;1272
9494;44665
9461;2580
9450;8641
9443;3868
9427;2881
9376;2581
9366;106487
9343;1644
9324;3174
9313;3107
9311;86332
9299;204
9283;8972
9271;524
9269;2722
9260;2018
9238;1093
9235;8950
9226;838
9220;531
9205;1223
9198;372
9191;24
9189;7451
9175;1321
9156;1357
9156;2501
9155;1805
9139;224
9112;1831
9112;2826
9109;719
9088;362
9082;2087
9080;79702
9050;2953
9039;111362
9023;41569
9001;3363
9000;2145
8985;741
8975;7090
8952;44199
8937;193
8923;119145
8917;1911
8912;97921
8909;3301
8907;3386
8901;3247
8898;3826
8893;1373
8868;4874
8820;1912
8801;8533
8794;2949
8790;1231
8783;91542
8756;3108
8750;4002
8742;2948
8716;647
8716;3362
8714;8970
8702;610
8694;2020
8682;164179
8678;1188
8658;1717
8643;1186
8627;4016
8612;52973
8581;6947
8580;3555
8579;31685
8563;348
8551;45720
8537;3105
8527;88129
8512;2289
8511;1590
8492;88140
8491;1586
8488;2109
8480;1680
8479;31696
8470;306
8466;327
8414;91658
8407;39183
8404;272
8391;45517
8384;273
8382;8528
8359;1175
8344;247
8339;4299
8324;2944
8319;3148
8316;3005
8314;2394
8314;52722
8312;3988
8309;4701
8300;69481
8294;4321
8285;97304
8279;110102
8276;5388
8271;59615
8269;3698
8264;922
8259;1960
8258;1587
8252;2366
8205;1982
8198;2707
8191;319
8182;2951
8164;30810
8163;1020
8122;107
8115;468
8107;1378
8102;3361
8100;2094
8097;152081
8087;2064
8082;2096
8077;830
8065;1957
8058;2232
8052;1299
8044;3396
8028;102125
8026;4734
8001;2313
7995;3354
7995;106489
7993;4446
7983;61323
7980;1212
7979;7445
7966;6936
7958;307
7955;2231
7900;2431
7900;51540
7898;88744
7893;303
7891;1077
7873;230
7867;53322
7867;4344
7862;3273
7853;55765
7836;1037
7828;898
7824;1269
7802;37729
7797;2478
7783;3020
7774;1104
7763;97938
7740;2359
7737;135
7729;2108
7707;6281
7702;5810
7697;81847
7696;6953
7688;1566
7676;94959
7671;3798
7663;2300
7658;3409
7655;2335
7646;34319
7629;60074
7612;82459
7601;60
7588;6188
7582;2371
7577;38061
7573;743
7570;1298
7567;800
7567;3317
7558;5630
7555;3556
7517;2352
7504;72641
7483;2872
7481;3285
7475;2687
7472;2403
7470;1296
7465;102445
7459;916
7451;3257
7448;1952
7442;94864
7433;5872
7425;1385
7423;5219
7415;5254
7400;2795
7387;2391
7383;3969
7380;6534
7370;68319
7366;30825
7357;671
7354;4641
7337;5013
7334;2421
7331;122892
7327;8783
7308;1292
7286;1438
7285;2485
7274;4019
7265;3424
7254;1801
7253;1253
7226;1779
7226;215
7225;1019
7223;5444
7220;1103
7218;2423
7212;63113
7159;1409
7158;2405
7145;2125
7144;6157
7124;1411
7111;61132
7106;1499
7104;799
7100;2378
7094;1179
7074;54997
7073;53972
7064;1245
7060;1965
7052;562
7042;74789
7033;413
7031;6754
7025;2616
7021;33615
7020;2134
7019;54259
6987;106696
6984;2686
6978;1095
6954;637
6947;2428
6916;6541
6908;56757
6900;4235
6897;34150
6896;5673
6895;4855
6893;1441
6893;837
6886;4901
6870;2688
6870;64839
6869;112183
6867;1449
6860;58998
6860;2340
6838;14
6834;2010
6828;954
6827;5064
6800;1086
6786;3608
6780;8917
6774;866
6767;237
6765;148626
6754;3704
6752;2067
6728;115569
6721;3809
6717;4890
6715;1025
6694;2739
6689;2409
6684;4015
6666;2137
6660;5945
6654;3697
6635;4128
6632;1350
6628;3745
6625;3100
6620;3450
6604;3263
6593;1945
6584;106100
6560;1476
6559;1835
6553;6323
6547;81562
6547;162
6547;379
6546;66097
6538;232
6538;1416
6520;2788
6518;86882
6516;1185
6514;72011
6508;1591
6494;139385
6488;57368
6475;41997
6473;4105
6470;1284
6459;3087
6458;97913
6455;7022
6443;546
6432;5507
6432;40629
6429;532
6423;2384
6413;3827
6411;194
6403;1894
6398;2243
6395;108932
6393;91630
6380;3113
6378;909
6365;46723
6364;3157
6361;102903
6350;1100
6350;2410
6344;89492
6341;79
6339;6287
6337;2600
6327;3504
6326;3168
6312;1256
6311;222
6280;1635
6276;1556
6270;2467
6264;2471
6257;95510
6255;18
6230;4343
6226;915
6225;3740
6225;116823
6223;96821
6222;6708
6214;7323
6191;93510
6181;6155
6179;3986
6177;53000
6175;1125
6169;3034
6166;5015
6166;48738
6164;2116
6161;3882
6158;4489
6152;7454
6147;33660
6138;1091
6137;2186
6130;63992
6128;38038
6113;3254
6103;2402
6101;31410
6101;880
6086;374
6085;46972
6078;45186
6074;4023
6072;5574
6069;95167
6068;2046
6060;2986
6057;1959
6056;2411
6055;93840
6054;1041
6049;382
6047;2840
6045;72378
6039;5225
6037;481
6032;8371
6026;308
6022;203
6018;207
6017;72226
6007;765
5986;3476
5970;2013
5963;3681
5962;1619
5956;2369
5952;1209
5934;7360
5933;2803
5932;1254
5931;3186
5928;4007
5923;535
5910;6979
5908;3683
5908;2728
5907;88
5904;519
5903;491
5902;1257
5896;1955
5890;2642
5886;6565
5881;103249
5871;5528
5853;2991
5842;6503
5837;65
5836;3438
5833;80549
5830;2662
5830;1589
5829;2528
5824;3435
5820;3869
5819;3104
5811;88810
5806;122900
5805;5954
5783;175
5780;64969
5767;4232
5749;1958
5740;276
5737;61024
5723;67255
5705;1217
5686;2398
5677;60040
5677;1283
5677;1693
5675;748
5674;6350
5659;73321
5659;428
5655;52281
5654;381
5649;140
5649;97752
5648;3060
5644;1687
5638;1792
5633;1049
5632;926
5622;4069
5622;166528
5618;930
5613;836
5606;4865
5605;7444
5600;3526
5594;3825
5591;994
5580;3264
5575;27706
5567;3534
5565;361
5559;1883
5553;6383
5547;122920
5545;3638
5545;2805
5536;2004
5535;3098
5535;8807
5534;928
5530;2719
5518;3984
5501;7099
5501;117529
5498;383
5493;2141
5492;1237
5490;2082
5485;2126
5473;6787
5471;1620
5470;88163
5470;61240
5434;3968
5433;2139
5429;49278
5421;4161
5421;538
5412;37733
5390;933
5388;2413
5374;8958
5371;5617
5370;3178
5354;60072
5354;2053
5351;115149
5346;1013
5339;280
5337;540
5333;1248
5330;3246
5323;81564
5319;31878
5319;8810
5314;86880
5297;128360
5291;3298
5289;1388
5270;3462
5262;2245
5262;45672
5259;3893
5259;46530
5258;3360
5245;55269
5232;249
5230;1033
5224;1711
5221;1892
5220;2857
5217;69
5216;1688
5214;8983
5213;4084
5211;142488
5210;95441
5209;168252
5209;6957
5204;2338
5198;1614
5197;82461
5192;419
5191;2664
5182;4388
5178;122922
5178;2301
5175;118696
5172;2133
5169;3452
5169;1702
5165;3083
5142;1227
5134;8638
5133;3328
5132;81229
5129;2993
5125;1588
5123;2792
5119;8873
5114;4700
5108;3635
5106;101864
5104;105844
5099;1464
5094;94777
5089;90405
5088;147
5086;1124
5085;3267
5084;3198
5082;41
5079;3744
5079;2318
5077;534
5076;4448
5071;2841
5058;41285
5056;1260
5046;5291
5042;2297
5031;44022
5025;262
5011;8981
5009;1031
5004;955
5001;737
4997;3156
4987;3159
4986;2808
4984;5690
4978;5992
4976;58803
4966;106072
4965;3593
4962;2990
4953;101
4943;1224
4942;122918
4930;707
4929;1678
4926;103253
4925;89864
4925;338
4920;2720
4909;3735
4903;55118
4900;57640
4897;514
4896;7325
4894;5782
4883;1344
4883;103228
4881;1281
4871;23
4855;3173
4852;3730
4852;4881
4851;227
4850;412
4843;1974
4842;84954
4836;117176
4823;112175
4820;934
4812;5620
4809;104879
4806;1834
4805;2333
4801;4823
4799;2672
4793;103042
4781;51935
4779;2989
4771;1956
4764;2505
4762;112623
4761;87869
4760;839
4758;4351
4757;477
4757;4499
4750;905
4750;3910
4749;1297
4748;66934
4748;911
4736;3468
4736;2863
4736;2527
4735;53121
4735;80489
4733;4639
4733;6564
4730;27904
4729;27611
4724;48043
4721;52328
4714;2009
4698;1920
4697;81932
4695;53519
4686;6548
4682;56775
4675;3536
4675;144
4673;5171
4660;87306
4658;20
4651;1672
4647;7160
4647;2311
4644;1537
4643;6440
4643;7318
4632;111360
4632;5049
4629;114180
4626;2713
4623;5449
4620;3639
4617;4008
4617;1515
4616;36517
4614;267
4608;164
4606;86
4602;104374
4597;2942
4590;55290
4580;26662
4576;48304
4569;951
4569;1885
4564;5400
4554;39292
4541;2496
4540;6593
4537;1359
4533;68791
4531;1616
4526;2567
4524;12
4515;1348
4508;1178
4506;4326
4506;37741
4502;105504
4499;4728
4499;3980
4485;4327
4479;2973
4473;1243
4463;58025
4459;3355
4451;100
4451;8914
4449;9
4444;1277
4438;3699
4431;218
4431;69406
4428;5785
4425;2565
4421;371
4418;940
4417;6796
4404;103335
4399;5014
4399;69526
4391;3979
4387;8910
4383;94
4366;1015
4359;2059
4359;2735
4356;2065
4352;2404
4351;2253
4347;3686
4347;5944
4342;2950
4341;7162
4340;2422
4339;2433
4338;1354
4331;3146
4328;3030
4326;27660
4323;3037
4323;1754
4323;68554
4321;5152
4317;102407
4314;314
4313;502
4307;4623
4306;714
4302;290
4297;79293
4290;1135
4283;4980
4277;39446
4271;2412
4269;2513
4269;2598
4267;107406
4265;3791
4262;6620
4257;4041
4257;2375
4255;6709
4249;2622
4249;1810
4248;90866
4247;1381
4237;3981
4237;2966
4233;4621
4223;26614
4221;53953
4216;1665
4212;33162
4211;64716
4199;5878
4189;2083
4184;1021
4181;1211
4181;761
4180;7371
4179;1301
4179;40278
4178;4992
4175;55276
4172;3258
4171;5103
4171;63876
4162;103141
4162;2376
4158;106916
4154;176371
4153;46970
4145;3089
4142;3095
4139;1081
4138;1096
4130;5110
4123;56587
4122;6385
4122;27831
4121;114662
4121;533
4117;7347
4117;3479
4112;3155
4111;965
4109;4545
4109;281
4108;2454
4102;2450
4097;2533
4095;122
4095;3019
4094;34437
4093;2917
4093;3271
4092;54995
4085;6773
4085;7173
4084;1147
4062;169
4056;3999
4053;4366
4052;493
4049;1342
4046;3551
4044;3044
4042;8865
4042;7004
4039;2379
4037;86911
4034;86833
4030;47997
4028;2976
4017;2114
4014;239
4010;257
4007;4873
4007;115210
4005;6867
4005;1719
3993;4054
3993;56152
3991;446
3991;3070
3983;5463
3981;3821
3977;2469
3968;2648
3968;3088
3966;6659
3964;67087
3956;60756
3954;111781
3952;7149
3951;2459
3948;49286
3942;1078
3939;7387
3939;1488
3932;8861
3927;42738
3925;2819
3924;2118
3923;2643
3910;3844
3907;3654
3899;351
3898;45728
3896;6156
3892;1950
3891;4214
3887;34072
3887;605
3887;2117
3884;1459
3881;1303
3880;405
3876;40583
3876;2088
3871;168250
3869;2926
3868;53464
3868;108190
3865;542
3864;4103
3864;5313
3863;1429
3858;3543
3853;8132
3852;4033
3840;112290
3833;74
3829;4467
3828;1012
3812;2072
3809;1251
3801;135133
3799;1895
3789;6059
3784;4958
3784;56949
3757;5308
3757;3508
3753;47200
3751;728
3749;56145
3745;2269
3745;1057
3744;1300
3743;79695
3743;139644
3741;6586
3729;4558
3728;2176
3726;76
3721;1064
3719;6888
3711;1295
3711;517
3709;1017
3704;950
3704;2794
3699;63131
3679;125
3678;60950
3678;6879
3676;373
3669;5881
3668;4238
3666;3545
3663;114935
3657;2729
3655;55442
3651;84944
3650;96588
3647;233
3631;140174
3624;37386
3619;2912
3613;106002
3610;5541
3610;5957
3609;1280
3603;63859
3602;1327
3601;2463
3601;6283
3601;2474
3598;143385
3597;7346
3596;599
3588;516
3587;2146
3575;8985
3571;674
3568;5791
3564;6595
3564;996
3556;1030
3556;55052
3556;1131
3551;537
3548;2143
3547;6003
3547;1431
3542;1023
3541;305
3536;2389
3535;7163
3531;6296
3529;98961
3527;59501
3527;112138
3526;427
3525;6297
3524;2731
3523;2090
3523;507
3523;7317
3518;6944
3516;3676
3516;3763
3516;3203
3511;663
3509;71264
3505;45950
3504;2132
3499;2718
3494;1888
3490;550
3489;45431
3489;89
3488;4857
3485;3978
3481;2702
3476;135143
3474;3269
3473;3646
3467;8969
3467;104913
3460;63072
3458;1735
3456;1126
3449;81
3447;426
3445;62434
3445;3507
3445;1707
3441;1171
3440;1603
3436;3498
3436;8965
3436;73
3434;2136
3430;2334
3426;1916
3424;28
3421;2367
3418;798
3416;3359
3413;60126
3410;122916
3410;492
3407;91535
3406;417
3402;2447
3401;2995
3394;289
3394;5026
3393;640
3388;7482
3387;106918
3387;464
3386;52245
3386;195
3385;4121
3377;3668
3373;3972
3373;8781
3371;986
3369;234
3368;1701
3368;5419
3366;2316
3365;1238
3363;3307
3361;3861
3360;1873
3357;1772
3354;900
3353;2827
3352;71057
3351;5065
3351;1268
3344;3259
3334;46
3332;490
3329;4679
3328;55908
3323;2380
3321;415
3321;8907
3318;174055
3317;4006
3316;2747
3313;1483
3309;154
3309;1173
3309;65261
3306;53123
3303;136020
3301;3959
3300;78469
3296;1518
3278;999
3264;248
3262;1422
3262;111659
3257;96737
3256;3248
3255;56171
3252;164909
3249;1132
3249;971
3248;3524
3247;32031
3242;4887
3241;4974
3237;104211
3236;5151
3236;3633
3232;3591
3231;1289
3229;3441
3226;51077
3223;88405
3216;6550
3216;3461
3212;6331
3208;8228
3206;3477
3205;55280
3198;3917
3197;5693
3193;1694
3193;1760
3187;489
3186;6242
3184;36401
3183;1379
3177;2764
3176;3615
3168;1944
3165;138036
3164;84772
3161;2381
3157;709
3156;818
3155;4378
3154;15
3154;50068
3151;103341
3149;1457
3149;3983
3149;6873
3146;79357
3144;322
3141;3706
3138;2759
3138;27808
3137;688
3137;448
3136;6618
3133;78105
3133;2468
3133;575
3130;87222
3130;662
3129;3260
3127;3196
3126;3067
3126;5943
3126;2690
3122;5135
3116;77455
3106;4029
3103;450
3103;3483
3101;3250
3100;152077
3099;3265
3097;6535
3096;3062
3094;2138
3093;166461
3090;3439
3090;3334
3087;2022
3087;942
3085;7156
3082;2730
3081;4677
3077;1273
3076;150548
3075;1218
3072;58295
3066;3016
3064;143355
3062;2060
3060;3993
3058;67734
3052;2052
3048;3152
3046;1241
3042;1189
3041;2677
3034;2153
3028;26
3026;71530
3026;3274
3024;103772
3021;2401
3021;2123
3015;3512
3009;40732
3004;111921
3001;181
2997;4144
2997;90746
2995;782
2993;1194
2992;64620
2989;4
2987;49274
2986;2279
2985;1970
2982;4020
2980;1334
2980;5293
2976;65514
2975;8340
2970;3261
2966;548
2966;99112
2963;89774
2963;2734
2958;69644
2957;96829
2956;3053
2954;5500
2954;3451
2954;2919
2952;366
2952;2594
2949;41571
2948;1991
2944;4280
2933;8640
2933;1769
2933;3262
2930;2042
2926;694
2926;63062
2924;2921
2923;3249
2919;7669
2917;52604
2916;3505
2914;6662
2911;3243
2911;64034
2910;5577
2908;2122
2908;5294
2905;613
2897;72407
2897;2089
2897;87520
2895;2025
2895;171763
2894;76077
2894;1643
2893;2312
2892;2416
2892;3503
2891;48082
2891;4642
2888;1927
2883;97306
2881;4844
2881;83134
2872;609
2871;51086
2871;1914
2866;123
2863;36519
2859;6952
2858;1627
2858;56788
2855;45081
2854;78772
2854;55232
2853;68135
2853;4386
2852;47629
2851;157296
2850;140110
2849;26776
2848;97
2847;3513
2843;48997
2843;482
2842;1461
2841;4247
2839;57528
2838;7569
2836;1753
2834;85
2834;2414
2832;79592
2826;678
2821;1615
2820;60397
2818;44974
2816;44761
2815;58293
2814;62849
2814;53894
2814;7154
2812;1279
2806;1611
2802;1305
2802;91077
2800;4903
2798;5025
2797;3071
2796;8947
2792;89904
2792;1713
2790;1009
2788;135536
2788;7367
2786;158238
2785;55995
2785;952
2782;8366
2780;2112
2777;1833
2773;5066
2769;6058
2768;157
2766;1010
2766;44694
2765;3429
2764;6993
2756;3952
2752;8623
2752;1264
2749;177593
2748;2530
2744;63
2743;70293
2743;1594
2742;2360
2741;5505
2741;7158
2740;299
2737;6753
2736;3998
2736;2432
2734;2363
2734;6104
2732;1232
2725;4880
2724;55363
2724;82
2724;95875
2723;69784
2723;48877
2723;2382
2720;6187
2719;80219
2718;102123
2718;53993
2714;861
2712;991
2710;2183
2709;4039
2707;188
2706;3484
2704;122924
2701;71899
2701;177765
2698;5283
2697;37727
2697;2110
2695;3022
2691;59387
2691;3035
2686;4487
2686;3316
2685;3741
2681;3688
2679;2390
2676;4036
2675;2015
2674;3398
2668;122912
2667;136864
2667;43
2667;7256
2666;5446
2664;4519
2664;84392
2662;122926
2662;120466
2660;3068
2659;2745
2653;97923
2652;59900
2652;46335
2651;1727
2647;166643
2646;30816
2644;1726
2643;4744
2638;631
2637;1969
2635;90249
2632;119141
2632;7139
2632;2357
2629;2517
2628;87430
2624;5267
2622;135569
2620;42
2616;1681
2616;328
2614;67197
2613;2861
2611;86190
2605;166635
2604;2107
2602;98154
2601;42723
2600;2296
2599;1633
2598;1290
2596;3397
2596;92420
2591;8373
2588;4876
2586;66
2585;110553
2580;103688
2579;69640
2573;7981
2573;7439
2570;71838
2569;64622
2568;7285
2567;94677
2563;98491
2563;2348
2561;56941
2558;4333
2553;711
2553;931
2553;3629
2551;54190
2551;5900
2548;2203
2547;6552
2545;229
2545;5608
2544;3365
2542;1446
2541;1340
2539;6664
2539;134368
2538;52458
2537;393
2533;71379
2531;1845
2530;2387
2530;57
2530;46965
2529;2322
2526;86644
2521;2142
2517;1963
2517;2208
2510;2726
2504;38886
2504;921
2503;8645
2499;71156
2498;1924
2497;4368
2497;4149
2497;67408
2497;67923
2496;6774
2490;5452
2490;1951
2489;93363
2488;71464
2486;176
2484;3997
2484;2383
2479;52885
2478;159
2477;6893
2476;4673
2467;2346
2467;1964
2465;61
2464;85510
2464;2644
2464;43936
2462;4102
2462;92
2462;3018
2459;83613
2459;76175
2457;423
2457;2303
2456;2779
2454;2971
2452;2859
2452;56339
2451;3219
2449;5364
2447;1005
2445;4553
2443;77866
2443;1862
2442;2135
2441;64575
2440;4681
2440;2867
2437;3701
2434;7151
2434;5108
2432;6264
2430;1799
2429;58047
2426;2750
2425;7263
2417;1226
2415;378
2414;5882
2412;62999
2411;2262
2410;177
2408;2162
2402;2282
2395;3201
2393;3685
2391;80906
2390;71033
2390;5621
2390;2188
2389;2111
2389;4005
2388;879
2386;2793
2385;949
2373;68793
2372;1395
2372;112171
2372;3812
2370;932
2369;3836
2368;804
2368;64983
2367;358
2366;89470
2361;3358
2354;51412
2353;1286
2351;33646
2351;27721
2347;45501
2345;133771
2340;1949
2340;5812
2334;159093
2334;6755
2332;130634
2329;79185
2327;81537
2325;8977
2325;8666
2325;104243
2319;2034
2313;1353
2311;544
2311;5970
2311;55814
2310;111364
2308;906
2307;4017
2307;1099
2306;53129
2306;3705
2303;86320
2302;5380
2297;945
2296;66203
2291;8014
2289;3007
2289;3618
2289;5009
2286;1542
2285;2924
2285;1541
2285;3440
2280;332
2278;78637
2278;4914
2278;3788
2278;65682
2273;2531
2273;179819
2272;68952
2271;2772
2271;55830
2270;2860
2270;2558
2268;1425
2266;27821
2265;78574
2259;7161
2256;891
2255;4052
2253;4291
2253;78209
2253;521
2251;2476
2247;2247
2247;55282
2246;4994
2245;2497
2245;2946
2244;3786
2243;4062
2240;6250
2239;8966
2238;89753
2238;1255
2237;1689
2237;2092
2237;51084
2235;42011
2232;91485
2229;45668
2228;72737
2227;5147
2227;56801
2226;3783
2226;3723
2226;174
2225;3614
2221;3388
2221;65230
2218;5265
2218;3565
2213;3185
2212;2532
2211;7386
2210;132
2210;54999
2209;7046
2208;1474
2208;52975
